system,param,is_long_short,sweep_tier,assessability,current_value,candidate_value,is_current_value,tested_ever,priority_rank,assessment_method,notes
crypto,HEDGE_EXIT_WT_TF,Y,DEAD,DEAD_REVIEW,3m,3m,Y,,5,no consumer — verify dead & remove (not a test target),
crypto,LONG_STRUCT_EXIT_TF,Y,VEC_SCREEN,NEEDS_RANGE,D,D,Y,,5,engine-readable but needs a candidate grid defined,
crypto,LOSS_EXIT_HEDGE_MODE_BLOCK_ESCAPE_ENABLED,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,False,True,,,5,no consumer — verify dead & remove (not a test target),
crypto,LOSS_EXIT_HEDGE_MODE_BLOCK_ESCAPE_ENABLED,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,False,False,Y,,5,no consumer — verify dead & remove (not a test target),
crypto,LOSS_EXIT_REQUIRES_HEDGE,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,True,True,Y,,5,no consumer — verify dead & remove (not a test target),
crypto,LOSS_EXIT_REQUIRES_HEDGE,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,True,False,,,5,no consumer — verify dead & remove (not a test target),
crypto,RATIO_EMERGENCY_EXIT_COOLDOWN,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,999999,499999.5,,,5,no consumer — verify dead & remove (not a test target),
crypto,RATIO_EMERGENCY_EXIT_COOLDOWN,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,999999,749999.25,,,5,no consumer — verify dead & remove (not a test target),
crypto,RATIO_EMERGENCY_EXIT_COOLDOWN,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,999999,999999,Y,,5,no consumer — verify dead & remove (not a test target),
crypto,RATIO_EMERGENCY_EXIT_COOLDOWN,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,999999,1249998.75,,,5,no consumer — verify dead & remove (not a test target),
crypto,RATIO_EMERGENCY_EXIT_COOLDOWN,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,999999,1499998.5,,,5,no consumer — verify dead & remove (not a test target),
crypto,RATIO_EMERGENCY_EXIT_ENABLED,Y,DEAD,DEAD_REVIEW,False,True,,,5,no consumer — verify dead & remove (not a test target),
crypto,RATIO_EMERGENCY_EXIT_ENABLED,Y,DEAD,DEAD_REVIEW,False,False,Y,,5,no consumer — verify dead & remove (not a test target),
crypto,RATIO_EMERGENCY_EXIT_MAX_LOSS_PCT,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,-999,-1498.5,,,5,no consumer — verify dead & remove (not a test target),
crypto,RATIO_EMERGENCY_EXIT_MAX_LOSS_PCT,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,-999,-1248.75,,,5,no consumer — verify dead & remove (not a test target),
crypto,RATIO_EMERGENCY_EXIT_MAX_LOSS_PCT,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,-999,-999,Y,,5,no consumer — verify dead & remove (not a test target),
crypto,RATIO_EMERGENCY_EXIT_MAX_LOSS_PCT,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,-999,-749.25,,,5,no consumer — verify dead & remove (not a test target),
crypto,RATIO_EMERGENCY_EXIT_MAX_LOSS_PCT,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,-999,-499.5,,,5,no consumer — verify dead & remove (not a test target),
crypto,RATIO_EMERGENCY_EXIT_MAX_PER_CYCLE,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0,0,Y,,5,no consumer — verify dead & remove (not a test target),
crypto,RATIO_EMERGENCY_EXIT_MAX_PER_CYCLE,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0,0.5,,,5,no consumer — verify dead & remove (not a test target),
crypto,RATIO_EMERGENCY_EXIT_MAX_PER_CYCLE,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0,1,,,5,no consumer — verify dead & remove (not a test target),
crypto,RATIO_EMERGENCY_EXIT_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,999,499.5,,,5,no consumer — verify dead & remove (not a test target),
crypto,RATIO_EMERGENCY_EXIT_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,999,749.25,,,5,no consumer — verify dead & remove (not a test target),
crypto,RATIO_EMERGENCY_EXIT_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,999,999,Y,,5,no consumer — verify dead & remove (not a test target),
crypto,RATIO_EMERGENCY_EXIT_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,999,1248.75,,,5,no consumer — verify dead & remove (not a test target),
crypto,RATIO_EMERGENCY_EXIT_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,999,1498.5,,,5,no consumer — verify dead & remove (not a test target),
crypto,SATOSHIT_EXIT_LONG_RSI_MIN,Y,DEAD,DEAD_REVIEW,55,27.5,,,5,no consumer — verify dead & remove (not a test target),
crypto,SATOSHIT_EXIT_LONG_RSI_MIN,Y,DEAD,DEAD_REVIEW,55,41.25,,,5,no consumer — verify dead & remove (not a test target),
crypto,SATOSHIT_EXIT_LONG_RSI_MIN,Y,DEAD,DEAD_REVIEW,55,55,Y,,5,no consumer — verify dead & remove (not a test target),
crypto,SATOSHIT_EXIT_LONG_RSI_MIN,Y,DEAD,DEAD_REVIEW,55,68.75,,,5,no consumer — verify dead & remove (not a test target),
crypto,SATOSHIT_EXIT_LONG_RSI_MIN,Y,DEAD,DEAD_REVIEW,55,82.5,,,5,no consumer — verify dead & remove (not a test target),
crypto,SATOSHIT_EXIT_LONG_STOCH_K_MIN,Y,DEAD,DEAD_REVIEW,60,30,,,5,no consumer — verify dead & remove (not a test target),
crypto,SATOSHIT_EXIT_LONG_STOCH_K_MIN,Y,DEAD,DEAD_REVIEW,60,45,,,5,no consumer — verify dead & remove (not a test target),
crypto,SATOSHIT_EXIT_LONG_STOCH_K_MIN,Y,DEAD,DEAD_REVIEW,60,60,Y,,5,no consumer — verify dead & remove (not a test target),
crypto,SATOSHIT_EXIT_LONG_STOCH_K_MIN,Y,DEAD,DEAD_REVIEW,60,75,,,5,no consumer — verify dead & remove (not a test target),
crypto,SATOSHIT_EXIT_LONG_STOCH_K_MIN,Y,DEAD,DEAD_REVIEW,60,90,,,5,no consumer — verify dead & remove (not a test target),
crypto,SATOSHIT_EXIT_SHORT_RSI_MAX,Y,DEAD,DEAD_REVIEW,42,21,,,5,no consumer — verify dead & remove (not a test target),
crypto,SATOSHIT_EXIT_SHORT_RSI_MAX,Y,DEAD,DEAD_REVIEW,42,31.5,,,5,no consumer — verify dead & remove (not a test target),
crypto,SATOSHIT_EXIT_SHORT_RSI_MAX,Y,DEAD,DEAD_REVIEW,42,42,Y,,5,no consumer — verify dead & remove (not a test target),
crypto,SATOSHIT_EXIT_SHORT_RSI_MAX,Y,DEAD,DEAD_REVIEW,42,52.5,,,5,no consumer — verify dead & remove (not a test target),
crypto,SATOSHIT_EXIT_SHORT_RSI_MAX,Y,DEAD,DEAD_REVIEW,42,63,,,5,no consumer — verify dead & remove (not a test target),
crypto,SATOSHIT_EXIT_SHORT_STOCH_K_MAX,Y,DEAD,DEAD_REVIEW,50,25,,,5,no consumer — verify dead & remove (not a test target),
crypto,SATOSHIT_EXIT_SHORT_STOCH_K_MAX,Y,DEAD,DEAD_REVIEW,50,37.5,,,5,no consumer — verify dead & remove (not a test target),
crypto,SATOSHIT_EXIT_SHORT_STOCH_K_MAX,Y,DEAD,DEAD_REVIEW,50,50,Y,,5,no consumer — verify dead & remove (not a test target),
crypto,SATOSHIT_EXIT_SHORT_STOCH_K_MAX,Y,DEAD,DEAD_REVIEW,50,62.5,,,5,no consumer — verify dead & remove (not a test target),
crypto,SATOSHIT_EXIT_SHORT_STOCH_K_MAX,Y,DEAD,DEAD_REVIEW,50,75,,,5,no consumer — verify dead & remove (not a test target),
crypto,SHORT_STRUCT_EXIT_TF,Y,VEC_SCREEN,NEEDS_RANGE,4h,4h,Y,,5,engine-readable but needs a candidate grid defined,
crypto,WT_4H_VEL_EXIT_LONG_VEL_MIN,Y,VEC_SCREEN,BACKTESTABLE,-2,-3,,,5,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,WT_4H_VEL_EXIT_LONG_VEL_MIN,Y,VEC_SCREEN,BACKTESTABLE,-2,-2.5,,,5,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,WT_4H_VEL_EXIT_LONG_VEL_MIN,Y,VEC_SCREEN,BACKTESTABLE,-2,-2,Y,,5,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,WT_4H_VEL_EXIT_LONG_VEL_MIN,Y,VEC_SCREEN,BACKTESTABLE,-2,-1.5,,,5,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,WT_4H_VEL_EXIT_LONG_VEL_MIN,Y,VEC_SCREEN,BACKTESTABLE,-2,-1,,,5,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,WT_4H_VEL_EXIT_SHORT_VEL_MIN,Y,VEC_SCREEN,BACKTESTABLE,2,1,,,5,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,WT_4H_VEL_EXIT_SHORT_VEL_MIN,Y,VEC_SCREEN,BACKTESTABLE,2,1.5,,,5,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,WT_4H_VEL_EXIT_SHORT_VEL_MIN,Y,VEC_SCREEN,BACKTESTABLE,2,2,Y,,5,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,WT_4H_VEL_EXIT_SHORT_VEL_MIN,Y,VEC_SCREEN,BACKTESTABLE,2,2.5,,,5,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,WT_4H_VEL_EXIT_SHORT_VEL_MIN,Y,VEC_SCREEN,BACKTESTABLE,2,3,,,5,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,DC4_STOP_GR_HEDGE_OVERRIDE_ENABLED,Y,ENGINE_SCREEN,BACKTESTABLE,False,True,,,6,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,DC4_STOP_GR_HEDGE_OVERRIDE_ENABLED,Y,ENGINE_SCREEN,BACKTESTABLE,False,False,Y,,6,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,BTC_HEDGE_WT_VEL_GATE_ENABLED,Y,DEAD,DEAD_REVIEW,True,True,Y,,10,no consumer — verify dead & remove (not a test target),
crypto,BTC_HEDGE_WT_VEL_GATE_ENABLED,Y,DEAD,DEAD_REVIEW,True,False,,,10,no consumer — verify dead & remove (not a test target),
crypto,HEDGE_WT_VEL_GATE_ENABLED,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,False,True,,,10,no consumer — verify dead & remove (not a test target),
crypto,HEDGE_WT_VEL_GATE_ENABLED,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,False,False,Y,,10,no consumer — verify dead & remove (not a test target),
crypto,WT_VEL_DECEL_RATIO,Y,VEC_SCREEN,BACKTESTABLE,0.5,0.25,,,10,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,WT_VEL_DECEL_RATIO,Y,VEC_SCREEN,BACKTESTABLE,0.5,0.375,,,10,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,WT_VEL_DECEL_RATIO,Y,VEC_SCREEN,BACKTESTABLE,0.5,0.5,Y,,10,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,WT_VEL_DECEL_RATIO,Y,VEC_SCREEN,BACKTESTABLE,0.5,0.625,,,10,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,WT_VEL_DECEL_RATIO,Y,VEC_SCREEN,BACKTESTABLE,0.5,0.75,,,10,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,WT_VEL_USE_DECEL_RATIO_ONLY,Y,VEC_SCREEN,BACKTESTABLE,True,True,Y,,10,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,WT_VEL_USE_DECEL_RATIO_ONLY,Y,VEC_SCREEN,BACKTESTABLE,True,False,,,10,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,BB_ENTRY_LONG_THRESHOLD,Y,VEC_SCREEN,BACKTESTABLE,-0.2,-0.3,,,11,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,BB_ENTRY_LONG_THRESHOLD,Y,VEC_SCREEN,BACKTESTABLE,-0.2,-0.25,,,11,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,BB_ENTRY_LONG_THRESHOLD,Y,VEC_SCREEN,BACKTESTABLE,-0.2,-0.2,Y,,11,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,BB_ENTRY_LONG_THRESHOLD,Y,VEC_SCREEN,BACKTESTABLE,-0.2,-0.15,,,11,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,BB_ENTRY_LONG_THRESHOLD,Y,VEC_SCREEN,BACKTESTABLE,-0.2,-0.1,,,11,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,BB_ENTRY_SHORT_THRESHOLD,Y,VEC_SCREEN,BACKTESTABLE,1,0.5,,,11,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,BB_ENTRY_SHORT_THRESHOLD,Y,VEC_SCREEN,BACKTESTABLE,1,0.75,,,11,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,BB_ENTRY_SHORT_THRESHOLD,Y,VEC_SCREEN,BACKTESTABLE,1,1,Y,,11,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,BB_ENTRY_SHORT_THRESHOLD,Y,VEC_SCREEN,BACKTESTABLE,1,1.25,,,11,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,BB_ENTRY_SHORT_THRESHOLD,Y,VEC_SCREEN,BACKTESTABLE,1,1.5,,,11,OFAT/Tier-2 sweep on NPZ (in grind),
crypto,BTC_HEDGE_MIN_HOLD_BARS,Y,DEAD,DEAD_REVIEW,10,5,,,11,no consumer — verify dead & remove (not a test target),
crypto,BTC_HEDGE_MIN_HOLD_BARS,Y,DEAD,DEAD_REVIEW,10,7.5,,,11,no consumer — verify dead & remove (not a test target),
crypto,BTC_HEDGE_MIN_HOLD_BARS,Y,DEAD,DEAD_REVIEW,10,10,Y,,11,no consumer — verify dead & remove (not a test target),
crypto,BTC_HEDGE_MIN_HOLD_BARS,Y,DEAD,DEAD_REVIEW,10,12.5,,,11,no consumer — verify dead & remove (not a test target),
crypto,BTC_HEDGE_MIN_HOLD_BARS,Y,DEAD,DEAD_REVIEW,10,15,,,11,no consumer — verify dead & remove (not a test target),
crypto,EMA20_SLOPE_SHORT_THRESHOLD_1H,Y,DEAD,DEAD_REVIEW,0.05,0.025,,,11,no consumer — verify dead & remove (not a test target),
crypto,EMA20_SLOPE_SHORT_THRESHOLD_1H,Y,DEAD,DEAD_REVIEW,0.05,0.0375,,,11,no consumer — verify dead & remove (not a test target),
crypto,EMA20_SLOPE_SHORT_THRESHOLD_1H,Y,DEAD,DEAD_REVIEW,0.05,0.05,Y,,11,no consumer — verify dead & remove (not a test target),
crypto,EMA20_SLOPE_SHORT_THRESHOLD_1H,Y,DEAD,DEAD_REVIEW,0.05,0.0625,,,11,no consumer — verify dead & remove (not a test target),
crypto,EMA20_SLOPE_SHORT_THRESHOLD_1H,Y,DEAD,DEAD_REVIEW,0.05,0.075,,,11,no consumer — verify dead & remove (not a test target),
crypto,EMA_DIST_LONG_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,-1,-1.5,,,11,no consumer — verify dead & remove (not a test target),
crypto,EMA_DIST_LONG_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,-1,-1.25,,,11,no consumer — verify dead & remove (not a test target),
crypto,EMA_DIST_LONG_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,-1,-1,Y,,11,no consumer — verify dead & remove (not a test target),
crypto,EMA_DIST_LONG_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,-1,-0.75,,,11,no consumer — verify dead & remove (not a test target),
crypto,EMA_DIST_LONG_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,-1,-0.5,,,11,no consumer — verify dead & remove (not a test target),
crypto,EMA_DIST_SHORT_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,1,0.5,,,11,no consumer — verify dead & remove (not a test target),
crypto,EMA_DIST_SHORT_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,1,0.75,,,11,no consumer — verify dead & remove (not a test target),
crypto,EMA_DIST_SHORT_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,1,1,Y,,11,no consumer — verify dead & remove (not a test target),
crypto,EMA_DIST_SHORT_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,1,1.25,,,11,no consumer — verify dead & remove (not a test target),
crypto,EMA_DIST_SHORT_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,1,1.5,,,11,no consumer — verify dead & remove (not a test target),
crypto,FUNDING_EXTREME_LONG_THRESHOLD_PCT,Y,DEAD,DEAD_REVIEW,-0.03,-0.045,,,11,no consumer — verify dead & remove (not a test target),
crypto,FUNDING_EXTREME_LONG_THRESHOLD_PCT,Y,DEAD,DEAD_REVIEW,-0.03,-0.0375,,,11,no consumer — verify dead & remove (not a test target),
crypto,FUNDING_EXTREME_LONG_THRESHOLD_PCT,Y,DEAD,DEAD_REVIEW,-0.03,-0.03,Y,,11,no consumer — verify dead & remove (not a test target),
crypto,FUNDING_EXTREME_LONG_THRESHOLD_PCT,Y,DEAD,DEAD_REVIEW,-0.03,-0.0225,,,11,no consumer — verify dead & remove (not a test target),
crypto,FUNDING_EXTREME_LONG_THRESHOLD_PCT,Y,DEAD,DEAD_REVIEW,-0.03,-0.015,,,11,no consumer — verify dead & remove (not a test target),
crypto,FUNDING_EXTREME_SHORT_THRESHOLD_PCT,Y,DEAD,DEAD_REVIEW,0.05,0.025,,,11,no consumer — verify dead & remove (not a test target),
crypto,FUNDING_EXTREME_SHORT_THRESHOLD_PCT,Y,DEAD,DEAD_REVIEW,0.05,0.0375,,,11,no consumer — verify dead & remove (not a test target),
crypto,FUNDING_EXTREME_SHORT_THRESHOLD_PCT,Y,DEAD,DEAD_REVIEW,0.05,0.05,Y,,11,no consumer — verify dead & remove (not a test target),
crypto,FUNDING_EXTREME_SHORT_THRESHOLD_PCT,Y,DEAD,DEAD_REVIEW,0.05,0.0625,,,11,no consumer — verify dead & remove (not a test target),
crypto,FUNDING_EXTREME_SHORT_THRESHOLD_PCT,Y,DEAD,DEAD_REVIEW,0.05,0.075,,,11,no consumer — verify dead & remove (not a test target),
crypto,HEDGE_ALREADY_COVERED_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0.9,0.45,,,11,no consumer — verify dead & remove (not a test target),
crypto,HEDGE_ALREADY_COVERED_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0.9,0.675,,,11,no consumer — verify dead & remove (not a test target),
crypto,HEDGE_ALREADY_COVERED_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0.9,0.9,Y,,11,no consumer — verify dead & remove (not a test target),
crypto,HEDGE_ALREADY_COVERED_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0.9,1.125,,,11,no consumer — verify dead & remove (not a test target),
crypto,HEDGE_ALREADY_COVERED_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0.9,1.35,,,11,no consumer — verify dead & remove (not a test target),
crypto,HEDGE_CLOSE_WT_DC_THRESHOLD,Y,DEAD,DEAD_REVIEW,25,12.5,,,11,no consumer — verify dead & remove (not a test target),
crypto,HEDGE_CLOSE_WT_DC_THRESHOLD,Y,DEAD,DEAD_REVIEW,25,18.75,,,11,no consumer — verify dead & remove (not a test target),
crypto,HEDGE_CLOSE_WT_DC_THRESHOLD,Y,DEAD,DEAD_REVIEW,25,25,Y,,11,no consumer — verify dead & remove (not a test target),
crypto,HEDGE_CLOSE_WT_DC_THRESHOLD,Y,DEAD,DEAD_REVIEW,25,31.25,,,11,no consumer — verify dead & remove (not a test target),
crypto,HEDGE_CLOSE_WT_DC_THRESHOLD,Y,DEAD,DEAD_REVIEW,25,37.5,,,11,no consumer — verify dead & remove (not a test target),
crypto,K_ZONE_LONG_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,35,17.5,,,11,no consumer — verify dead & remove (not a test target),
crypto,K_ZONE_LONG_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,35,26.25,,,11,no consumer — verify dead & remove (not a test target),
crypto,K_ZONE_LONG_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,35,35,Y,,11,no consumer — verify dead & remove (not a test target),
crypto,K_ZONE_LONG_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,35,43.75,,,11,no consumer — verify dead & remove (not a test target),
crypto,K_ZONE_LONG_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,35,52.5,,,11,no consumer — verify dead & remove (not a test target),
crypto,K_ZONE_SHORT_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,10,5,,,11,no consumer — verify dead & remove (not a test target),
crypto,K_ZONE_SHORT_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,10,7.5,,,11,no consumer — verify dead & remove (not a test target),
crypto,K_ZONE_SHORT_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,10,10,Y,,11,no consumer — verify dead & remove (not a test target),
crypto,K_ZONE_SHORT_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,10,12.5,,,11,no consumer — verify dead & remove (not a test target),
crypto,K_ZONE_SHORT_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,10,15,,,11,no consumer — verify dead & remove (not a test target),
crypto,LR_PCTB_D_LONG_ENTRY_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0.2,0.1,,,11,no consumer — verify dead & remove (not a test target),
crypto,LR_PCTB_D_LONG_ENTRY_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0.2,0.15,,,11,no consumer — verify dead & remove (not a test target),
crypto,LR_PCTB_D_LONG_ENTRY_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0.2,0.2,Y,,11,no consumer — verify dead & remove (not a test target),
crypto,LR_PCTB_D_LONG_ENTRY_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0.2,0.25,,,11,no consumer — verify dead & remove (not a test target),
crypto,LR_PCTB_D_LONG_ENTRY_THRESHOLD,Y,ENGINE_SCREEN_LIVECALL,DEAD_REVIEW,0.2,0.3,,,11,no consumer — verify dead & remove (not a test target),
