field,family,authoritative_default,status,predicate,source,required_persisted_arrays,required_state,missing_behavior,lifecycle_filter_consumers,applicable_actions,notes
BREAKEVEN_EXIT_AFTER_BARS_BUFFER_PCT,STOP,0.05,SOURCE_EXACT,breakeven_after_bars_exit,tradier_manage.py:13980-14011,close_5m|wt1/wt2_15m current and prior,position_active|position_above_min_qty|position_age_minutes|entry_price|max_gain_pct,ALL_FALSE_AND_REPORT,consume_lifecycle_actions:EXIT|STOP,EXIT|STOP,Controls prior-profit requirement and symmetric near-entry band
BREAKEVEN_EXIT_AFTER_BARS_TF,STOP,15m,SOURCE_EXACT,breakeven_after_bars_exit,tradier_manage.py:13980-14011,close_5m|wt1/wt2_15m current and prior,position_active|position_above_min_qty|position_age_minutes|entry_price|max_gain_pct,ALL_FALSE_AND_REPORT,consume_lifecycle_actions:EXIT|STOP,EXIT|STOP,Changes the age duration only; WT structure remains native 15m
DYN_STRUCT_TRAIL_ENABLED,STOP,False,SOURCE_EXACT,dyn_struct_trail_exit,tradier_manage.py:5491-5534,close_5m|dc_low_or_high_{DYN_STRUCT_TRAIL_TF},position_active|position_above_min_qty|gain_pct|prior_trail_level|prior_armed,ALL_FALSE_AND_REPORT,consume_lifecycle_actions:EXIT|STOP,EXIT|STOP,Stateful monotone Donchian trail; selected TF defaults to 4h
EMERGENCY_BRAKE_DC_STOP_FIELD,STOP,dc_low_15m,REJECTED_SOURCE_INERT,,tradier_manage.py:13955-13978,selected Donchian level,position_age_minutes,N/A,NONE,NONE,The code selects this field only after newborn age then requires age<=newborn age before firing
EMERGENCY_BRAKE_ENABLED,VEC_META,,REJECTED_NO_SOURCE_SEMANTICS,,,NONE,NONE,N/A,NONE,NONE,Workbook-only row has no authoritative declaration or executable read site
EMERGENCY_BRAKE_FILTER_TF,VEC_META,,REJECTED_NO_SOURCE_SEMANTICS,,,NONE,NONE,N/A,NONE,NONE,Workbook-only row has no authoritative declaration or executable read site
EMERGENCY_BRAKE_MIN_TFS,VEC_META,,REJECTED_NO_SOURCE_SEMANTICS,,,NONE,NONE,N/A,NONE,NONE,Workbook-only row has no authoritative declaration or executable read site
HAIKU_WINNER_ENABLED,EXIT,False,REJECTED_CENSUS_ONLY,,ez_manage.py:51856;tradier_manage.py:25362,NONE,NONE,N/A,NONE,NONE,Only reads into a throwaway local in generated census functions
HYBRID_STRUCT_EXIT_ENABLED,EXIT,False,REJECTED_CENSUS_ONLY,,ez_manage.py:51859;tradier_manage.py:25371,NONE,NONE,N/A,NONE,NONE,Only reads into a throwaway local in generated census functions
MTF_WT_CROSS_EXIT_DIRECT_ENABLED,EXIT,False,SOURCE_EXACT,mtf_wt_cross_direct_exit,tradier_manage.py:12647-12682,wt1/wt2_{selected_tf} current and prior,position_active|position_above_min_qty,ALL_FALSE_AND_REPORT,consume_lifecycle_actions:EXIT|STOP,EXIT|STOP,Requires a causal cross; standing adverse state is insufficient
MTF_WT_CROSS_EXIT_TF,EXIT,15m,SOURCE_EXACT,mtf_wt_cross_direct_exit,tradier_manage.py:12647-12682,wt1/wt2_{selected_tf} current and prior,position_active|position_above_min_qty,ALL_FALSE_AND_REPORT,consume_lifecycle_actions:EXIT|STOP,EXIT|STOP,Native selected timeframe; no proxy
MU_CORRECTION_EXIT_ENABLED,EXIT,False,SOURCE_EXACT,mu_correction_exit,tradier_manage.py:12723-12791,HTF K|RSI|high|close current/prior plus LTF K current/prior|WT,position_active|position_above_min_qty|gain_pct|symbol|position_side,ALL_FALSE_AND_REPORT,consume_lifecycle_actions:EXIT|STOP|MANDATORY_REENTRY_ARM,EXIT|STOP|MANDATORY_REENTRY_ARM,Long-only and symbol-scoped exactly as live
MU_CORRECTION_HTF_K_MIN,FILTER,80.0,SOURCE_EXACT,mu_correction_exit,tradier_manage.py:12733-12791,stoch_k selected HTFs,position_active|position_above_min_qty|gain_pct|symbol|position_side,ALL_FALSE_AND_REPORT,consume_lifecycle_actions:EXIT|STOP|MANDATORY_REENTRY_ARM,EXIT|STOP|MANDATORY_REENTRY_ARM,OR-composed with HTF RSI floor
MU_CORRECTION_HTF_MIN_TFS,FILTER,1,SOURCE_EXACT,mu_correction_exit,tradier_manage.py:12735-12791,HTF K|RSI|high|close current/prior,position_active|position_above_min_qty|gain_pct|symbol|position_side,ALL_FALSE_AND_REPORT,consume_lifecycle_actions:EXIT|STOP|MANDATORY_REENTRY_ARM,EXIT|STOP|MANDATORY_REENTRY_ARM,Minimum applies independently to overbought hits and rollover parents
MU_CORRECTION_HTF_RSI_MIN,FILTER,60.0,SOURCE_EXACT,mu_correction_exit,tradier_manage.py:12734-12791,rsi selected HTFs,position_active|position_above_min_qty|gain_pct|symbol|position_side,ALL_FALSE_AND_REPORT,consume_lifecycle_actions:EXIT|STOP|MANDATORY_REENTRY_ARM,EXIT|STOP|MANDATORY_REENTRY_ARM,OR-composed with HTF K floor
MU_CORRECTION_HTF_TFS,FILTER,1h+4h,SOURCE_EXACT,mu_correction_exit,tradier_manage.py:12739-12791,HTF K|RSI|high|close current/prior,position_active|position_above_min_qty|gain_pct|symbol|position_side,ALL_FALSE_AND_REPORT,consume_lifecycle_actions:EXIT|STOP|MANDATORY_REENTRY_ARM,EXIT|STOP|MANDATORY_REENTRY_ARM,Only source-sanctioned 1h and 4h parents are admitted
MU_CORRECTION_LTF_FALL_MIN_TFS,FILTER,2,SOURCE_EXACT,mu_correction_exit,tradier_manage.py:12764-12791,LTF K current/prior|wt1/wt2,position_active|position_above_min_qty|gain_pct|symbol|position_side,ALL_FALSE_AND_REPORT,consume_lifecycle_actions:EXIT|STOP|MANDATORY_REENTRY_ARM,EXIT|STOP|MANDATORY_REENTRY_ARM,Minimum lower-timeframe momentum-fall votes
MU_CORRECTION_LTF_FALL_TFS,FILTER,5m+15m,SOURCE_EXACT,mu_correction_exit,tradier_manage.py:12764-12791,LTF K current/prior|wt1/wt2,position_active|position_above_min_qty|gain_pct|symbol|position_side,ALL_FALSE_AND_REPORT,consume_lifecycle_actions:EXIT|STOP|MANDATORY_REENTRY_ARM,EXIT|STOP|MANDATORY_REENTRY_ARM,Each selected TF votes on K fall OR adverse WT
MU_CORRECTION_MIN_GAIN_PCT,FILTER,0.0,SOURCE_EXACT,mu_correction_exit,tradier_manage.py:12738-12791,HTF and LTF correction arrays,position_active|position_above_min_qty|gain_pct|symbol|position_side,ALL_FALSE_AND_REPORT,consume_lifecycle_actions:EXIT|STOP|MANDATORY_REENTRY_ARM,EXIT|STOP|MANDATORY_REENTRY_ARM,Inclusive gain floor
MU_CORRECTION_SYMBOLS,FILTER,MU,SOURCE_EXACT,mu_correction_exit,tradier_manage.py:12725-12731,NONE,symbol|position_side,NO_ARRAY_DEPENDENCY,consume_lifecycle_actions:EXIT|STOP|MANDATORY_REENTRY_ARM,EXIT|STOP|MANDATORY_REENTRY_ARM,Comma or plus separated allowlist; source remains long-only
NEVER_GO_RED_STOP_ENABLED,STOP,False,REJECTED_CENSUS_ONLY,,ez_manage.py:51866;tradier_manage.py:25398,NONE,NONE,N/A,NONE,NONE,Only reads into a throwaway local in generated census functions
NEWBORN_DC_STOP_FIELD,STOP,dc_low4_5m,SOURCE_EXACT,newborn_dc_stop,tradier_manage.py:13947-13978,close_5m|selected Donchian field,position_active|position_above_min_qty|position_age_minutes,ALL_FALSE_AND_REPORT,consume_lifecycle_actions:EXIT|STOP,EXIT|STOP,Short side mirrors low to high exactly
NEWBORN_DC_STOP_MAX_AGE_MIN,STOP,20.0,SOURCE_EXACT,newborn_dc_stop,tradier_manage.py:13947-13978,close_5m|selected Donchian field,position_active|position_above_min_qty|position_age_minutes,ALL_FALSE_AND_REPORT,consume_lifecycle_actions:EXIT|STOP,EXIT|STOP,Inclusive newborn age bound
QUALITY_TOP_EXIT_ENABLED,EXIT,False,REJECTED_CENSUS_ONLY,,ez_manage.py:51871;tradier_manage.py:25413,NONE,NONE,N/A,NONE,NONE,Only reads into a throwaway local in generated census functions
SCALP_V3_K_OB_EXIT_ENABLED,EXIT,True,SOURCE_EXACT,scalp_v3_k_ob_exit,ez_positions_quick.py:18333-18360,1m/3m structure and K current/prior|K15m|WT3m,position_active|position_above_min_qty|is_scalp_v3|orderbook_wall_pct,ALL_FALSE_AND_REPORT,consume_lifecycle_actions:EXIT|STOP,EXIT|STOP,Adds extreme-K plus opposing-orderbook-wall trigger
SCALP_V3_K_OB_EXIT_K15M_HI,FILTER,80.0,SOURCE_EXACT,scalp_v3_k_ob_exit,ez_positions_quick.py:18337-18360,stoch_k_15m,position_active|position_above_min_qty|is_scalp_v3|orderbook_ask_wall_pct,ALL_FALSE_AND_REPORT,consume_lifecycle_actions:EXIT|STOP,EXIT|STOP,Long 15m K extreme floor
SCALP_V3_K_OB_EXIT_K15M_LO,FILTER,20.0,SOURCE_EXACT,scalp_v3_k_ob_exit,ez_positions_quick.py:18338-18360,stoch_k_15m,position_active|position_above_min_qty|is_scalp_v3|orderbook_bid_wall_pct,ALL_FALSE_AND_REPORT,consume_lifecycle_actions:EXIT|STOP,EXIT|STOP,Short 15m K extreme ceiling
SCALP_V3_K_OB_EXIT_K3M_HI,FILTER,80.0,SOURCE_EXACT,scalp_v3_k_ob_exit,ez_positions_quick.py:18335-18360,stoch_k_3m,position_active|position_above_min_qty|is_scalp_v3|orderbook_ask_wall_pct,ALL_FALSE_AND_REPORT,consume_lifecycle_actions:EXIT|STOP,EXIT|STOP,Long 3m K extreme floor
SCALP_V3_K_OB_EXIT_K3M_LO,FILTER,20.0,SOURCE_EXACT,scalp_v3_k_ob_exit,ez_positions_quick.py:18336-18360,stoch_k_3m,position_active|position_above_min_qty|is_scalp_v3|orderbook_bid_wall_pct,ALL_FALSE_AND_REPORT,consume_lifecycle_actions:EXIT|STOP,EXIT|STOP,Short 3m K extreme ceiling
SCALP_V3_K_OB_EXIT_WALL_PCT,FILTER,0.5,SOURCE_EXACT,scalp_v3_k_ob_exit,ez_positions_quick.py:18339-18360,stoch_k_3m|stoch_k_15m,position_active|position_above_min_qty|is_scalp_v3|orderbook_wall_pct,ALL_FALSE_AND_REPORT,consume_lifecycle_actions:EXIT|STOP,EXIT|STOP,Strict opposing-wall distance threshold
SCALP_V3_MAX_LOSS_PCT,STOP,-1.5,REJECTED_ACTION_EQUIVALENT,,ez_positions_quick.py:18420-18435,technical protective arrays,gain_pct,N/A,NONE,NONE,Only changes reason and dispatch helper after a technical trigger; both branches close at the same bar
SCALP_V3_OB_WALL_TOO_CLOSE_PCT,FILTER,0.5,SOURCE_EXACT,scalp_v3_protective_exit,ez_positions_quick.py:18293-18331,1m/3m structure and K current/prior|WT3m,position_active|position_above_min_qty|is_scalp_v3|gain_pct|orderbook_wall_pct,ALL_FALSE_AND_REPORT,consume_lifecycle_actions:EXIT|STOP,EXIT|STOP,Ordinary wall trigger requires positive gain
SCALP_V3_PROTECTIVE_EXIT_ENABLED,EXIT,True,SOURCE_EXACT,scalp_v3_protective_exit,ez_positions_quick.py:18260-18435,1m/3m structure and K current/prior|K15m|WT3m,position_active|position_above_min_qty|is_scalp_v3|gain_pct|orderbook_wall_pct,ALL_FALSE_AND_REPORT,consume_lifecycle_actions:EXIT|STOP,EXIT|STOP,Crypto-only master; no gain filter on technical reversal
SCALP_V3_PROTECTIVE_K_DROP_MIN,FILTER,5.0,SOURCE_EXACT,scalp_v3_protective_exit,ez_positions_quick.py:18262-18331,stoch_k_1m|3m current and prior,position_active|position_above_min_qty|is_scalp_v3,ALL_FALSE_AND_REPORT,consume_lifecycle_actions:EXIT|STOP,EXIT|STOP,Strict K point change threshold
WT_EXIT_MIN_TFS_TRADIER,EXIT,5,REJECTED_ALIAS_SHADOWED,,tradier_manage.py:12355-12376,wt1/wt2 configured TFs,position_active|position_above_min_qty,N/A,NONE,NONE,Canonical TRADIER_WT_EXIT_MIN_TFS_TRADIER is already declared and has resolver precedence
WT_EXIT_TFS_TRADIER,EXIT,5m+15m+1h+4h+D,REJECTED_ALIAS_SHADOWED,,tradier_manage.py:12355-12376,wt1/wt2 configured TFs,position_active|position_above_min_qty,N/A,NONE,NONE,Canonical TRADIER_WT_EXIT_TFS_TRADIER is already declared and has resolver precedence
